title,image,content
'Gator Bait,https://upload.wikimedia.org/wikipedia/en/7/7d/%27Gator_Bait.jpg,"The film follows a barefoot poacher named Desiree Thibodeau who lives deep in the swampland. Ben Bracken and Deputy Billy Boy find Desiree trapping alligators and chase her, looking to rape her. Desiree outsmarts the two men. During the chase, however, Billy Boy accidentally shoots Ben. Billy Boy tells his father, Sheriff Joe Bob Thomas, that Desiree was the shooter. Sheriff Thomas and his son join a search party who is also looking for Desiree and attack her family. Desiree exacts her revenge against the attackers."
...And Justice for All (film),https://upload.wikimedia.org/wikipedia/en/7/73/Justice_movieposter.jpg,"Arthur Kirkland, a Baltimore defense attorney, is in jail on a contempt of court charge after punching Judge Henry T. Fleming while arguing the case of Jeff McCullaugh. McCullaugh was stopped for a minor traffic offense, then mistaken for a killer of the same name, and has already spent a year and a half in jail without being guilty of a crime. Fleming has repeatedly stymied Kirkland's efforts to have the case reviewed. Although there is strong new evidence that McCullaugh is innocent, Fleming refuses to consider his appeal due to its late submission, so he remains in prison. Kirkland then starts a new case, defending Ralph Agee, a young black cross-dresser arrested for a robbery, who is terrified of being sent to prison.  Kirkland pays regular visits to his grandfather Sam, in a nursing home, who is progressively becoming senile. It is revealed that Kirkland was abandoned by his parents at a young age, and it was Sam who raised him and put him through law school. Kirkland also begins a romance with a legal ethics committee member, Gail Packer.  Kirkland has a friendly relationship with Judge Francis Rayford, who takes him on a hair-raising ride in his personal helicopter. Rayford laughs in amusement as he tests how far he can fly before running out of fuel. Meanwhile, Kirkland is terrified and begs him to land; Rayford eventually crashes his helicopter in knee-deep water. Rayford, a Korean War veteran, is borderline suicidal and keeps a rifle in his chambers at the courthouse and an M1911 pistol in his shoulder holster at all times. He even eats his lunch on a ledge outside his office window, four stories up.  One day, unexpectedly, Kirkland is requested to defend Judge Fleming, who has been accused of brutally assaulting and raping a young woman. As the two loathe each other, Fleming feels that having the person who publicly hates him argue his innocence will be to his advantage. Fleming blackmails Kirkland with an old violation of lawyer-client confidentiality, for which Kirkland will likely be disbarred if it were to come to light.  Kirkland's friend and partner, Jay Porter, is also unstable. He feels guilt for gaining acquittals for defendants who were truly guilty of violent crimes. Porter shows up drunk at Kirkland's apartment, after one of his (guilty) clients kills two kids following his acquittal. Porter soon shaves his head, claiming this will make his hair grow back thicker, but keeps shaving it. After a violent breakdown inside the courthouse – wherein he ends up throwing dinner plates at everybody in the hallway – Porter is taken to a hospital. Before leaving in the ambulance, Kirkland asks another partner, Warren Fresnell, to handle Agee's court hearing in his absence. Kirkland gives Fresnell a corrected version of Agee's probation report and stresses that it must be shown to the judge so that Agee will receive probation, rather than serve jail time. Fresnell shows up late and forgets to give the judge the corrected version, causing Agee to be sentenced to jail time. Kirkland is livid and attacks Fresnell's car, revealing that 30 minutes after he was sentenced, Agee committed suicide. Meanwhile, Jeff McCullaugh, who has been sexually and physically assaulted by other inmates, finally snaps and takes two hostages. Kirkland pleads with him to surrender, promising to get him out, but a police sniper shoots and kills McCullaugh when he moves in front of a window.  A clearly disturbed Kirkland takes on Judge Fleming's case. He tries to talk the prosecuting attorney, Frank Bowers, into throwing the case out but Bowers, who recognizes the prestige that convicting a judge would earn him, refuses to back down. Kirkland meets with another client, Carl Travers, who offers photographs proving that Fleming engaged in BDSM acts with a prostitute. Gail Packer warns Kirkland not to betray a client, revealing that the ethics committee has been keeping their eye on him ever since the contempt of court incident. Kirkland shows the pictures to Fleming, who freely admits he is guilty of the rape.  As the trial opens, Fleming, while looking at the victim, makes a casual remark to Kirkland that he ""wouldn't mind seeing her again sometime."" Kirkland's face indicates his disgust. In his opening statement, Kirkland begins by mocking Bowers' case while speculating on the ultimate objective of the American legal system. He appears to be making a strong case to exonerate Fleming – but then, unexpectedly, he has a breakdown, during which he repeatedly declares that Fleming is guilty and must be sent to jail. Kirkland is dragged out of the courtroom, venting his rage all the way and condemning Fleming for his and the legal system's abuse of the law. As the courtroom spectators cheer for Kirkland – including Gail Packer – Fleming sits down in defeat, and a fed-up Rayford storms out.  In the end, Kirkland sits on the courthouse's steps, knowing his antics will probably cost him his career in law. An apparently uncured Jay Porter passes by, and tips his wig to Kirkland in a greeting, leaving him sitting on the steps in utter disbelief."
10 (1979 film),https://upload.wikimedia.org/wikipedia/en/a/a2/Bo10.jpg,"During a surprise 42nd birthday party for the wealthy and famous composer George Webber thrown by his actress girlfriend Samantha Taylor, George finds that he is coping badly with his age. From his car, George glimpses a bride on her way to be married and is instantly obsessed with her beauty. Following her to the church, he crashes into a police cruiser, is stung by a bee and nearly disrupts the wedding ceremony.  Later that night, Sam and George argue over his treatment of women and his habit of spying on the intimate acts of a neighbor (which later turns out to be consensual).  George visits the minister who performed the wedding and learns that the woman is Jenny Miles, daughter of a prominent Beverly Hills dentist.  The following day, while spying on his neighbor, George hits himself with the telescope and falls down an embankment, causing him to miss Sam's phone call. Still obsessed with Jenny, he schedules a dental appointment with her father and learns that Jenny and her husband David have gone to Mexico for their honeymoon. The effects of a comically implausible amount of treatment accompanied by a heavy dose of novocaine, aggravated by immediate heavy drinking, leave George completely incoherent. Sam finally reaches him on the phone, but mistakes him for an intruder and calls the police, who hold George at gunpoint while trying to understand his gibberish. George visits his neighbor's house to take part in an ongoing orgy, but Sam spots him through his telescope, widening the rift between them.  George impulsively boards a plane to follow the newlyweds to their exclusive resort in Mexico. In the bar, George encounters old acquaintance Mary Lewis, who lacks self-confidence. When they attempt a fling, Mary interprets George's inadequacy in bed as confirmation of her own insecurities.  At the beach, George sees Jenny in a swimsuit and is awestruck again by her beauty. Noticing that her husband has fallen asleep on a surfboard, George rents a catamaran and rescues David, making him a hero. Sam sees George on a TV newscast and tries to contact him unsuccessfully. David is hospitalized with sunburn, allowing Jenny and George to spend time alone together. Jenny smokes marijuana and seduces George, but he is horrified when Jenny takes a call from David and casually informs him of George's presence. George is even more confused with David's complete lack of concern. Jenny explains their open and honest relationship and reveals that she married David only because of pressure from her conservative father. George leaves after realizing that Jenny sees their tryst as nothing more than a casual fling.  After flying home, George reconciles with Sam by apologizing and demonstrating a new maturity. George takes an idea from Jenny when he starts Boléro on his phonograph (lasting  minutes, an appropriate duration for lovemaking) and he makes love with Sam in full view of the neighbor's telescope, but the neighbor, frustrated that he provides erotic entertainment for George and gets nothing in return, is by now not watching."
11th Victim,https://upload.wikimedia.org/wikipedia/en/2/2c/Eleventh_victim_poster.jpg,"Jill Kelso (Bess Armstrong) is a Des Moines, Iowa television news anchor, whose younger sister, an aspiring actress, has entered a life of prostitution in Los Angeles. When the sister becomes the eleventh victim of a sex murderer, Kelso conducts her own undercover investigation into Hollywood's night world of commercial sex. Along the way, chemistry develops with a sympathetic cop (Max Gail) who tries to save her from becoming a victim herself."
1776 (film),https://upload.wikimedia.org/wikipedia/en/f/fb/1776_film_poster.jpg,"John Adams, representing Massachusetts in the Second Continental Congress in Philadelphia, laments the body's refusal to debate his motion to declare the colonies' independence from Great Britain and instead to discuss more trivial matters. Disliked by most of his fellow Congressmen, he frequently seeks advice and comfort from his wife, Abigail. Benjamin Franklin of Pennsylvania suggests someone else propose the independence resolution. They get Richard Henry Lee of Virginia to agree and he rides home to get authorization from the state legislature to do so.   Lee returns, proposes the resolution and, over the objections of John Dickinson of Pennsylvania, leader of the faction seeking reconciliation with Britain, Congress agrees to debate the question. Caesar Rodney of Delaware, suffering from cancer, leaves during the debate, depriving Adams of Delaware's vote. Seeking to kill the motion, Dickinson successfully moves that an independence vote be unanimous. To salvage the motion, Adams asks for a postponement to draft a declaration of grievances. President of the Congress, John Hancock, breaks the tie vote in favor of a declaration and appoints Adams, Franklin, Roger Sherman of Connecticut, Robert Livingston of New York, and Thomas Jefferson of Virginia to a committee to write it. Jefferson, despite his determination to go home to his wife, Martha, reluctantly agrees to be the primary writer. After a full week passes without completing the task, Adams summons Martha, who charms both him and Franklin, to Philadelphia and Jefferson finishes the draft.   To convince Samuel Chase of Maryland to support independence, Adams agrees to accept General George Washington's invitation to visit the army encampment in New Brunswick, New Jersey, taking Franklin and Chase with him. After the members return to their lodgings, a military courier arrives and sadly tells Andrew McNair, the Congressional custodian, of how his best friend was killed in battle.   The Declaration is read to the full Congress, which begins accepting amendments. Jefferson agrees to all changes, but refuses to strike language related to slavery. Edward Rutledge of South Carolina leads the Southern members in walking out in protest just as Chase returns with Maryland's vote supporting independence. Frustrated at Adams' haughtiness and refusal to compromise, Franklin tells him to accept the fact that those with opinions contrary to his will be part of their new nation.   On the day of the vote, Adams and Jefferson agree to drop the slavery provision and Rutledge and the other Southern states vote for independence. With Delaware divided, Rodney is brought back to support independence by majority vote of its three representatives. Eventually, all states, except divided Pennsylvania and New York, whose remaining representative, Lewis Morris, has abstained throughout the proceedings, vote for independence. Franklin moves that his delegation be polled: he votes for independence and Dickinson votes against it, leaving the question up to James Wilson. Not wanting to be remembered as the sole representative who opposed American independence, he votes in favor. Dickinson resigns from Congress and vows to join the army to support the fight against the British, even though he believes it to be futile.   As the members prepare to sign the Declaration of Independence on July 4, 1776, Morris receives word that his estate has been destroyed and his family moved to safety. Despite not being authorized, he signs anyway. As McNair tolls the building's bell, one member per state signs, establishing the United States of America."
1941 (film),https://upload.wikimedia.org/wikipedia/en/e/ed/1941_movie.jpg,"On Saturday, December 13, 1941, at 7:01 a.m. (six days after the attack on Pearl Harbor), an Imperial Japanese Navy submarine, commanded by Akiro Mitamura and carrying Kriegsmarine officer Wolfgang von Kleinschmidt, surfaces off the Californian coast. Wanting to destroy something ""honorable"" in Los Angeles, Mitamura decides to target Hollywood. Later that same morning, a 10th Armored Division M3 Lee tank crew, consisting of Sergeant Frank Tree, Corporal Chuck Sitarski, and Privates Foley, Reese, and Henshaw, are having breakfast at a cafe in Los Angeles where dishwasher Wally Stephens and his friend Dennis DeSoto work. Wally is planning to enter a dance contest at a club that evening with his girlfriend, Betty Douglas. Sitarski, who has an extremely short temper, instantly dislikes Wally and trips him, causing a fight and leaving Wally humiliated.  United States Army Air Forces Captain Wild Bill Kelso wildly cruises his Curtiss P-40 Warhawk around the western states in search of Japanese forces, leaving chaos in his wake. Meanwhile, in Los Angeles, Major General Joseph W. Stilwell attempts to calm the public, who believe Japan will attack California. During a press conference at Daugherty Field in Long Beach, Captain Loomis Birkhead, Stilwell's aide, meets his old flame Donna Stratton, who is General Stilwell's new secretary. Aware that Donna is sexually aroused by airplanes, Birkhead lures her into the cockpit of a B-17 bomber to seduce her. When his attempt fails, Donna punches him; as he falls, Birkhead accidentally releases a bomb, which rolls against the conference's grandstand and explodes, though Stilwell and the crowd escape unhurt.  At the Santa Monica oceanside home of her father Ward Douglas and his wife Joan, Betty and her friend Maxine Dexheimer, who have just become USO hostesses, tell Wally that they are only allowed to dance with servicemen as they are now the only male patrons allowed in the club. Wally hides in the garage when Ward, who disapproves of him, appears. Sgt. Tree and his crew arrive and inform Ward and Joan that the army wants to install an anti-aircraft battery in their yard. Sitarski begins flirting with Betty, and Wally falls from the loft where he was hiding. Wally and Sitarski recognize each other from the cafe, and the Sgt. Tree’s crew dumps Wally into a passing garbage truck after ejecting him from the premises.  Meanwhile, the Japanese submarine has become lost trying to find Los Angeles after their compass malfunctions. A landing party goes ashore and captures lumberjack Hollis ""Holly"" Wood. Aboard the sub, Hollis is searched and the crew is excited to find a small toy compass, which Hollis swallows. After the crew attempts to make Hollis excrete the compass by forcing him to drink prune juice, he escapes from the submarine.  Ward's neighbor, Angelo Scioli of the Ground Observer Corps, installs Claude and Herb in the Ferris wheel at the Ocean Front Amusement Park to scout for enemy aircraft. Determined to get Donna into an airplane, Birkhead drives her to the 501st Bomb Disbursement Unit in Barstow, where the mentally unstable Colonel ""Mad Man"" Maddox lets them borrow a plane. Donna, aroused from finally being in an airplane, begins to ravish Birkhead during the flight.  At the USO club, Sitarski drags Betty into the dance. Wally sneaks in and reunites with Betty. They win the dance contest, and the short-tempered Sitarski punches Wally, setting off a brawl between soldiers, sailors and zoot suiters which spills into the street and becomes a riot. Sgt. Tree and his crew break up the melee, just before L.A. goes on high alert when Birkhead and Donna fly over the city and anti-aircraft batteries open fire on them. Kelso pursues and shoots it down, causing it to land into the La Brea Tar Pits. Claude and Herb shoot down Kelso's passing P-40 after mistaking it for a Japanese Zero; Kelso crashlands in the city, where he informs the military authorities about the Japanese sub he spotted at the pier. Wally is put in command of the tank after Tree is accidentally incapacitated, and rescues Betty while Sitarski is accosting her. After Kelso's alert, Wally, Betty, Dennis and the tankers set off for the pier, followed by Kelso on a motorcycle.  At the Douglas' home, Ward spots the surfaced submarine and begins firing the anti-aircraft gun at it, wrecking his whole house in the process. The sub returns fire, hitting the Ferris wheel, which rolls into the ocean. When von Kleinschmidt tries to force the sub to retreat early, Mitamura throws him overboard. The tank arrives and then sinks when the submarine torpedoes the pier. Kelso jumps off the pier and swims to the submarine, where he is captured by the Japanese. The captain considers the mission an honorable success, and the sub departs.  The next morning, Stilwell and soldiers arrive at the remains of the Douglas home, where the other protagonists have gathered. Ward vows that their Christmas will not be ruined by the enemy; to symbolize his point, he nails a Christmas wreath to his front door, causing his unstable house to collapse down the hillside. Stilwell, observing the disheveled crowd arguing, tells Sgt. Tree, ""It's going to be a long war."""
200 Motels,https://upload.wikimedia.org/wikipedia/en/8/85/200_Motels_poster.jpg,"The film attempts to portray the craziness of life on the road as a rock musician, and as such consists of a series of unconnected nonsense vignettes interspersed with concert footage of the Mothers of Invention.Miles, 2004, Frank Zappa, p. 207. Ostensibly, while on tour The Mothers of Invention go crazy in the small fictional town of Centerville (""a real nice place to raise your kids up""), wander around, and get beaten up in ""Redneck Eats"", a cowboy bar.  In an animated interlude passed off as a ""dental hygiene movie"", bassist ""Jeff"", tired of playing what he refers to as ""Zappa's comedy music"", is persuaded by his bad conscience to quit the group, as did his real-life counterpart Jeff Simmons.  Simmons was replaced by Martin Lickert (who was Starr's chauffeur) for the film. Almost every scene is drenched with video special effects (double and triple exposures, solarisation, false color, speed changes, etc.) which were innovative in 1971. The film has been dubbed a ""surrealistic documentary"".Canby, Vincent (November 11, 1971). ""Film: Frank Zappa's Surrealist '200 Motels'"". The New York Times. 60."
21 Hours at Munich,https://upload.wikimedia.org/wikipedia/en/c/ca/21_Hours_at_Munich.jpg,A dramatization of the incident in 1972 when Arab terrorists broke into the Olympic compound in Munich and murdered 11 Israeli athletes.
3 Dev Adam,https://upload.wikimedia.org/wikipedia/en/8/80/3_Dev_Adam.jpg,"The story unfolds in Istanbul, where a violent criminal organization, led by Spider-Man, emerges in the city, flooding it with counterfeit United States dollars. In a shocking act, they mutilate a woman's face using a boat propeller. Responding to the crisis, a small task force, comprising Captain America, Santo, and Captain America's girlfriend, Julia, arrives to assist the local police in halting Spider-Man and his gang.  Julia, who successfully infiltrates Spider-Man's hideout, gets captured and transported to a remote location. Despite the perilous situation, she manages to send an SOS signal to Captain America. Taking swift action, Captain America rescues Julia, but Spider-Man eludes capture. Simultaneously, Mexico's national wrestler and superhero, Santo, infiltrates the counterfeit operation disguised as a dojo. After being captured briefly, Santo escapes, carrying incriminating evidence.  Captain America and Santo embark on a mission to raid a crucial hideout central to the counterfeit operation, successfully shutting it down. However, Spider-Man seizes the opportunity to commit further crimes, including killing a couple, stealing a statue, and fleeing the scene. Subsequently, another intense confrontation between the heroes and Spider-Man unfolds, revealing the shocking ability of Spider-Man to spawn duplicates of himself upon death.  In an attempt to apprehend Spider-Man, Captain America and Santo go undercover in a nightclub, leading to a fierce confrontation with Spider-Man's gang. Overwhelmed, the heroes are captured and taken to Spider-Man's hideout. Displaying clever tactics, Captain America and Santo feign infighting, confusing their captors and enabling their escape. They eliminate most of the gang members, but Spider-Man arrives with his girlfriend.  During the ensuing chaos, Spider-Man's girlfriend is tragically struck by a stray shot from one of his henchmen. Spider-Man flees, with Captain America in relentless pursuit. After a grueling battle, Captain America seemingly defeats Spider-Man, only to be confronted by yet another Spider-Man. The fight intensifies until each Spider-Man is ultimately defeated.  As the heroes prepare to depart Istanbul, Captain America, driven by suspicion, notices a figure resembling Spider-Man in the back of a taxi. Reacting impulsively, he reaches into the taxi, unmasking the person, only to discover it is a young boy wearing a red wrestling mask—a surprising and poignant twist to conclude the tale."
3 Women,https://upload.wikimedia.org/wikipedia/en/9/96/3_Women_%281977%29.png,"Pinky Rose, a timid and awkward young woman, starts working at a health spa for the elderly in a small California desert town. She becomes enamored of Millie Lammoreaux, a relentlessly outgoing and self-absorbed co-worker who talks incessantly. Despite their stark personality differences, Pinky and Millie become roommates at the Purple Sage Apartments, owned by a drinking, womanizing, has-been Hollywood stunt double, Edgar Hart, and his wife Willie, a mysterious pregnant woman who rarely speaks and paints striking and unsettling murals.  Millie takes Pinky along on her visits to Dodge City, a local tavern and shooting range also owned by Willie and Edgar, where Millie continues expounding her petty opinions and interests to her new roommate. Millie's babble alienates most of her co-workers, neighbors, acquaintances, and would-be suitors; Pinky is the only person in Millie's orbit who enjoys her advice about dating, fashion, cuisine and interior decorating gleaned from women's magazines.  Tensions begin to rise between Pinky and Millie over their living situation. After a quarrel with Pinky one night, Millie leaves the apartment and returns with a drunken Edgar. Pinky begs Millie to consider Edgar's pregnant wife and not have sex with him. Millie, angry at what she perceives as Pinky's meddling and sabotaging her social life, yells at her and suggests she move out of the apartment. A distraught Pinky jumps off the apartment balcony into the swimming pool.  Pinky survives the suicide attempt but falls into a coma. Millie, feeling responsible, visits her in the hospital daily. When Pinky still fails to wake up, Millie contacts Pinky's parents in Texas, hoping their presence at the hospital will help her regain consciousness. When Pinky wakes up, she does not recognize her parents and furiously demands that they leave. Once sent home to live with Millie again, Pinky copies Millie's mannerisms and behavior—drinking and smoking, sleeping with Edgar, shooting guns at Dodge City—and demands to be called Mildred, both women's birth name.  Millie becomes increasingly frustrated by Pinky's imitative shift in personality and begins to exhibit Pinky's timid and submissive personality herself. One night after Pinky has a bad dream, she shares a bed with Millie platonically. Edgar, soused again, enters their apartment and makes sexual overtures before casually telling them that Willie is about to give birth. Pinky and Millie drive to Edgar and Willie's house, where Willie is alone and in agonizing labor. Her baby is stillborn, as Pinky fails to summon medical help during the delivery as Millie told her to.  Later, Pinky and Millie are working at Dodge City, having again changed roles: Pinky has reverted to her child-like timidity and refers to Millie as her mother, while Millie has assumed Willie's role in running the tavern—even imitating Willie's make-up and attire. A delivery vendor at the tavern refers to Edgar's death from a ""gun accident"" when talking to Millie, who offers a pat, hollow reply that suggests the three women are complicit in Edgar's murder."
