title,image,content
'Til Death Do Us Part (film),https://upload.wikimedia.org/wikipedia/en/a/a4/Til_Death_Do_Us_Part_Film_Poster.jpg,"Michael and Madison Roland have a seemingly perfect marriage, and are celebrating their first wedding anniversary. Madison brings up that she wants to start a family together but Michael becomes irritated as he does not want to start a family. Michael visits his mother’s grave and talks to her headstone, it is revealed his mother and his father died the same year, and later it becomes known that they died in a murder-suicide.  Michael is happy when Madison quits her job to become a full time wife. Madison finds a vial of steroidal testosterone which Michael has been taking in order not to get her pregnant. She confronts him, they argue, and he slaps her, knocking her to the ground. On a separate night, Michael rapes Madison after he becomes irrationally angry at her during an office party.  Later, Madison excitedly shows her friend, Chelsea, a positive pregnancy test. Four months later, Madison secretly gets a job working with Chelsea, and confides in her that Michael has questioned the paternity of the baby, and has been abusive. Horrified, Chelsea tries to get Madison to go to the police, but Madison refuses and tries to rationalize the situation. One night, Michael and Madison are driving home from dinner, and he is upset and he pulls over. She gets out of the car, telling Michael she is calling an Uber, and he forces her back into the car saying that he won't live without her.  The abuse continues, and Madison is unable to hide the bruises at work. Chelsea reports what is going on to the police, and starts researching options for Madison. Madison, now six months pregnant, packs a bag to go stay at Chelsea's and manages to get away from Michael when he attacks her by smashing a vase over his head, but wrecks the vehicle shortly after driving away. The doctor tells Michael she died during surgery, and that the baby couldn’t be saved either.  Madison is still alive and in a flashback, it is shown how Chelsea helped her stage the accident and death to get away from Michael. The doctor at the hospital was a hired actor, and Madison took out a life insurance policy, making Chelsea the beneficiary to fund her new life. Madison relocates, gets a waitressing job, and uses a fake name, Kate Smith. Madison meets her next door neighbor Alex, a widower, and his six-year-old daughter, Rachel, and he invites her over for pie, and they hit it off. Madison and Alex get closer, as he helps her prepare for the birth of her son. Alex begins to suspect that all is not what it seems, and she tells him the truth about her life.  Michael is tipped off about Madison still being alive when he gets a call from Madison's job about her not picking up her final paycheck. Through the call, Michael also discovers there is no record of her death. Michael has Rob start looking into it, and goes to see Chelsea, realizing she was involved. Madison has her baby, and names him “Peace”. Elsewhere, Chelsea is leaving the hospital, and Michael appears and forces her to drive to Madison's house at gun point.  Alex takes Madison and Peace home from the hospital. Michael goes in the house as Madison takes a shower. Alex comes by, and Michael threatens to kill him if Madison tips him off. She holds it together, but Alex figures out that something is wrong, and bursts through the door and has a fist fight with Michael. Michael strangles Alex, but Madison convinces Michael not to kill him, by faking Michael out about reconciling with him, and stabs him in his side with a knife. She calls for help, and manages to get the handgun Michael had, and kills him in self defense."
+1 (film),https://upload.wikimedia.org/wikipedia/en/6/64/%2B1MoviePoster2013.jpg,"While on the phone with his girlfriend Jill, who has moved away to attend college, David prompts her to explicitly wish that he were there to see her compete in a fencing tournament, only to surprise her with an unplanned visit. After the competition, David approaches Jill's similarly attired opponent from behind and flirts with her, thinking she is his girlfriend. Intrigued, she kisses David, and Jill storms off angrily after walking in on them. Later, David meets with his friend Teddy, a sex-obsessed student who tells him that Jill will attend a house party later. Hoping that she will speak with him in person, David attends the party, too.  A meteor lands near the site of the party, and electrical arcs cause a momentary blackout. The wild revelers do not notice brief, anomalous phenomena that occur during the blackout, such as a mirror image out of sync, but a drug dealer's girlfriend outside the party becomes spooked. As the raucous party proceeds, David searches the house for Jill, and Teddy attempts to charm Melanie. To Teddy's surprise, Melanie invites him to join her upstairs in ten minutes. Meanwhile, David spies on Jill as she flirts with a friend, and Allison, an outsider, unsuccessfully attempts to fit in. David attempts to apologize to Jill, but she becomes more angry with his fumbled apology and says that he makes her feel replaceable. The party moves outside, and the house empties except for David, Teddy, Allison, and Melanie.  When Teddy joins Melanie upstairs, he finds her naked on a bed. They proceed to have sex, and she steps into the shower afterward. During a second blackout, a duplicate of Melanie appears on the bed, surprised to find Teddy in the room. When the original Melanie exits the shower, the two Melanies come face-to-face, and Teddy flees the room in a panic. David confirms that the house has filled with duplicates of the party-goers, who repeat the actions their originals took ten minutes ago. Outside, the drug dealer and his duplicate get into a violent confrontation, and David watches as one of them murders the other. Worried that the duplicates may be hostile, the originals attempt to hide. Eventually, the duplicates disappear.  With each blackout, the duplicates momentarily reappear and reenact increasingly more recent actions. David becomes convinced that he can save his relationship if he crafts a better apology to Jill's duplicate, Allison befriends her duplicate, and Teddy accidentally ruins the rendez-vous between his and Melanie's duplicates. Teddy warns the others that his duplicate will now become belligerent, and he convinces the party-goers, most of whom are still skeptical, to hide from their duplicates in a pool house. When the duplicates reappear, David knocks his own duplicate unconscious and charms Jill's duplicate, and Teddy's duplicate attempts to convince the skeptical crowd of duplicates to attack the originals.  Worried about their safety, several of the originals sneak out and murder their duplicates, which turns the enraged duplicates hostile. The originals retreat back to the pool house, and the duplicates lay siege. The next blackout causes the duplicates to appear inside the pool house. The crowded room erupts in violence, and several people die, including Teddy. David tracks down the original Jill, who had wandered back to the house, and he murders her so that he can be with her duplicate. Allison seduces her duplicate, and they share a kiss. The final blackout causes the duplicates and originals to merge. David and Jill leave together and make their way to the pool house and have a make-out session. The confused party-goers stagger out of the pool house, and they begin to disperse. Two meteors, like the original, are shown passing through the sky and appear to be leaving Earth."
1 Mile to You,https://upload.wikimedia.org/wikipedia/en/8/8b/1_Mile_to_You_poster.jpg,"When a teenager loses his girlfriend in a horrible and devastating accident, he finds that his running keeps him connected to her during his ""runner's high"" moments in which his heart elates and becomes ecstatic. Chasing her memory drives him to run faster and win races for his new coach. Before long, his newfound notoriety attracts the attention of a whip-smart new girl who is determined to find out what's really going on inside him."
10 Cent Pistol,https://upload.wikimedia.org/wikipedia/en/e/e2/10_Cent_Pistol_poster.jpg,"When a high-stakes scheme goes horribly wrong, two brothers must take on the craziest job of their criminal careers, and pray they get out alive."
10 Cloverfield Lane,https://upload.wikimedia.org/wikipedia/en/0/0e/10_Cloverfield_Lane.png,"In March 2016, after an argument with her fiancé Ben, Michelle hurriedly packs a suitcase, leaves behind a diamond ring, and departs New Orleans, Louisiana. While she is driving through rural Louisiana at night, Ben telephones, begging her to return. The news reports of blackouts in several major cities. Suddenly, her car is struck, flipping off the road and rendering her unconscious.  Michelle awakens with a leg injury while chained to a wall in a concrete room. A man named Howard enters and unchains her. She later unsuccessfully ambushes him, and he explains that there has been a massive attack, perhaps by Russians or Martians, and he had found her wreck and saved her life by bringing her to his underground bunker. He tells her that they cannot leave for one or two years because the air outside is poisoned and everyone outside is dead.  Howard gives Michelle a tour of his well-stocked bunker, which also houses his construction assistant, Emmett. Through a viewport, Howard shows her his two decayed pigs outside as evidence of the fallout, but she also sees Howard's truck and regains her memory of it striking her car. She privately relays this to Emmett, who dismisses it, saying he came to the bunker voluntarily after seeing the attack happen.  During dinner, Howard shows flashes of jealousy and rage and little tolerance for Emmett. Michelle steals Howard's keys and injures him while trying to leave the bunker, but before she opens the outermost door, a woman covered with lesions appears outside, screaming to be let in before committing suicide. Horrified, Michelle retreats. Howard confesses that he accidentally struck Michelle's car while in a panic to reach the bunker. Now convinced, she stitches a cut she caused to Howard, who opens up about his late daughter.  The trio begins to adapt to life underground, but the air ventilation system fails after something loud passes overhead. Howard sends Michelle through a small duct to reactivate it. In the control room, she finds a padlocked skylight with ""HELP"" scratched on the inside and an earring she had seen in a picture Howard showed her of his daughter. She shares this with Emmett, who recognizes the girl in the picture as a local girl who had gone missing two years earlier. They decide to seek help, so Michelle begins to fashion a makeshift hazmat suit to venture outside.  Howard finds some of the tools Michelle and Emmett were using for their plan and threatens to immerse them both in perchloric acid. Emmett takes responsibility, claiming he was building a weapon to use to get Howard's gun. Howard says he accepts Emmett's apology before shooting him in the face, telling a shocked Michelle that now they can finally be a family of two. Michelle finishes the suit while Howard cleans up. He discovers the suit, but she flees and is able to upend the barrel of acid onto him, which disfigures him and starts a fire. She dons the suit, traps Howard, and escapes. When she sees birds outside, she removes her gas mask. Michelle then observes a biomechanical alien craft in the distance, which flies towards her when the bunker explodes from the fire. The craft discharges a green gas, which she overcomes with her mask. She is also attacked by a quadrupedal creature and shelters from it in Howard's truck. The craft's tentacles lift the truck midair to reach Michelle, but she destroys it with a Molotov cocktail, causing the truck to fall back to the ground.  Michelle drives off in the woman's car. A radio broadcast says humans are successfully fighting against the invaders and instructs survivors to seek safety in Baton Rouge, while requesting the help of anyone with medical or combat training in Houston. Michelle heads for Houston while a larger alien craft is revealed, silhouetted by lightning."
10 Days in a Madhouse,https://upload.wikimedia.org/wikipedia/en/d/d9/10DAYSposterB.jpg,"The film closely follows Bly's original account, and extracts much of the dialogue from Bly's 1880s exposé.  In an interview on Los Angeles talk radio, Caroline Barry described Christopher Lambert bringing authenticity to the part of the antagonist Dr. Dent by portraying his motives as misguided good intent rather than evil, adding to the realism of the film."
10 Minutes Gone,https://upload.wikimedia.org/wikipedia/en/e/ec/10_Minutes_Gone_%282019%29_Film_Poster.jpg,"Expert bank robber Frank Sullivan (Michael Chiklis) never had a job go wrong until his brother is killed during a heist. Knocked unconscious, Frank wakes up in a dirty alley without memory of how the robbery went awry or who shot his brother. To Frank's boss, violent crime lord Rex (Bruce Willis), none of that matters, but he just wants the loot, which Frank does not have. Short on time and information, Frank must figure out which member of their crew betrayed them, avoid Rex's contract killer closing in on him, and locate a mysterious briefcase to save his own skin and avenge his brother's death."
10 Things I Hate About Life,https://upload.wikimedia.org/wikipedia/en/9/95/10_Things_I_Hate_About_Life_poster.jpg,"The film begins with Wood and McDonell's characters, both determined to take their own lives, pulling up to a scenic cliff overlooking the ocean. While McDonell takes out a gun and prepares it, Wood drives off the cliff. McDonell is briefly startled, but then continues. As he holds the gun to his head and prepares to fire, Wood, her face covered in white powder from the deployment of her car's airbag, comes up from the cliff and asks ""Can I borrow that when you're done?""  McDonell and Wood put off their suicide plans and spend more time together, falling in love and gradually finding in each other a reason to live."
10 Years (2011 film),https://upload.wikimedia.org/wikipedia/en/d/df/Ten_Years_poster.jpg,"On the day of their 10-year high school reunion, Jake and his girlfriend Jess arrive at the home of his now-married high school friends Cully and Sam. Other friends begin to arrive, including best friends Marty and AJ, famous musician Reeves, and the adventurous Scott with his wife, Suki. They depart for the reunion and reunite with their friend Garrity and meet his wife Olivia; and reconnect with Garrity's best friend Andre. Meanwhile, reclusive classmate Elise arrives at the reunion alone. She is ignored by the party planner, prom queen Anna.  Jake, Cully, Andre, and Reeves smoke a joint in Jake's car when he reveals an envelope with an engagement ring inside, stating that he has intended to ask Jess to marry him for quite some time but hasn't found the right moment to propose. However, Jake is conflicted when he sees his high school sweetheart Mary and her new husband Paul. Jake, Jess, Mary, and Paul share awkward introductions, and Jake and Mary reconnect for the first time in eight years. Reeves approaches Elise and the pair reminisce when he spots an old picture of Elise wearing bright yellow shoes.  As the night continues, Olivia unexpectedly discovers that Garrity has an affinity for hip hop, Cully drunkenly attempts and fails to appropriately apologize to some geeky classmates for being a bully in high school, and Marty and AJ attempt to flirt with Anna, causing tension between the duo. Jake and Mary discuss prom, which they were unable to attend due to Mary's father having a heart attack that night. As the reunion comes to a close, the group departs for a local karaoke bar. Reeves flirts with Elise but she turns him down.  Anna leaves the party early, resulting in Marty and AJ deciding to toilet paper her house. At the bar, Jess takes notice of Jake's behavior around Mary and decides to return to the hotel under the guise of being tired. Paul does the same. Scott and Suki sing karaoke and Olivia is impressed by Garrity's breakdancing abilities. Reeves is pressured by his friends to sing his hit song ""Never Had"", about the girl he misses. The line about bright yellow shoes makes Elise, who had never heard the song, realize it is about her. The two share a kiss and spend the remainder of the night together. Anna catches Marty and AJ vandalizing her home and becomes upset, revealing that she is now an unhappy single mother with two children. Marty reveals that he is not a successful New Yorker, but instead lives in a small apartment and is financially unstable, and AJ reveals that he is getting a divorce. The trio bond over their shared life issues.  As the night comes to a close, Cully becomes embarrassingly drunk and upsets Sam. Scott reveals to his friends that he intends on returning to Japan with Suki to continue their adventures together. Mary asks Jake for the dance they never had at prom, finally giving them an opportunity to properly end their relationship. Mary reveals that she's pregnant, the two agree that they are happy with where their lives have taken them. Jake returns to the hotel and finds Jess still awake. She reveals that she left to allow Jake to get his closure with Mary.  Jake and Jess soon join their friends at a local diner. Jake returns to his car and obtains the engagement ring from the envelope."
10.0 Earthquake,https://upload.wikimedia.org/wikipedia/en/d/d7/10.0_Earthquake_poster.jpg,"As a series of minor earthquakes start tearing apart Los Angeles, scientist Emily of the USGS theorizes that it is all building to a super quake that will drop the entire city into a lava-filled chasm. Engineer Jack whose daughter has gone camping with her friends in the danger area and whose company is responsible for the quakes due to their deep fracking feels obligated to help, and races with Emily through the increasingly damaged city with the hopes of diverting the epicenter to Long Beach and potentially saving millions of lives in the city of Los Angeles."
